0	2
1	2
2	2
3	2
4	2
5	2
6	2
7	2
8	1.90771
9	1.90771
10	1.90771
11	1.90771
12	1.90771
13	1.90771
14	0.754044
15	0.510348
16	1.85714
17	1.85714
18	2.37349
19	2.37349
20	2.37349
21	2.04207
22	2.04207
23	2.04207
24	2.04207
25	2.04207
26	2.04207
27	2.16037
28	2.16037
29	1.83046
30	1.21497
31	1.21497
32	1.21497
33	2.23417
34	2.23417
35	1.56361
36	1.35824
37	1.35824
38	1.35824
39	1.35824
40	1.35824
41	1.77617
42	1.77617
43	1.77617
44	1.83913
45	1.83913
46	1.83913
47	1.35023
48	1.35023
49	1.35023
50	1.79766
51	1.79766
52	1.79766
53	1.16385
54	0.986285
55	1.71136
56	1.71136
57	1.71136
58	1.71136
59	1.71136
60	1.76406
61	0.82004
62	0.82004
63	1.06977
64	1.06977
65	1.06977
66	1.06977
67	0.909591
68	1.01353
69	1.27721
70	1.27721
71	1.27721
72	1.27721
73	1.27721
74	1.27721
75	1.27721
76	1.27721
77	1.27721
78	1.27721
79	1.27721
80	1.27721
81	1.27721
82	1.27721
83	1.79817
84	1.57908
85	1.95343
86	1.95343
87	2.0568
88	2.0568
89	1.48132
90	1.48132
91	1.48132
92	1.33426
93	1.33426
94	1.62161
95	1.87054
96	1.87054
97	1.87054
98	1.87054
99	1.87054
100	1.61947
101	1.16788
102	1.16788
103	1.16788
104	1.16788
105	1.16788
106	1.94439
107	1.15288
108	1.15288
109	1.15288
110	1.15288
111	1.15288
112	1.65855
113	1.65855
114	1.65855
115	1.65855
116	1.65855
117	1.544
118	0.857957
119	0.857957
120	-0.995637
121	-0.995637
122	-2.02708
123	-2.02708
124	-2.02708
125	-2.02708
126	-2.02708
127	-0.895176
128	-0.895176
129	-1.25969
130	-1.61802
131	-1.61802
132	-1.54373
133	-1.84878
134	-1.88696
135	-1.88696
136	-1.88696
137	-1.74232
138	-1.74232
139	-2.46824
140	-2.46824
141	-2.57271
142	-2.57271
143	-2.57271
144	-2.51766
145	-1.37293
146	-1.37293
147	-1.37293
148	-1.37293
149	-1.37293
150	-1.37293
151	-1.37293
152	-1.35639
153	-1.35639
154	-1.35639
155	-1.35639
156	-1.35639
157	-1.35639
158	-1.02507
159	-1.02507
160	-1.02507
161	-1.02507
162	-1.02507
163	-1.02507
164	-1.02507
165	-1.02507
166	-0.701805
167	-0.701805
168	-0.701805
169	-0.743837
170	-0.743837
171	-0.743837
172	0.568473
173	-1.21002
174	-1.21002
175	-1.21002
176	-1.21002
177	-1.21002
178	-1.21002
179	-1.21002
180	-1.14002
181	-1.14002
182	-1.14002
183	-1.14002
184	-1.14002
185	-2.24893
186	-0.926218
187	-1.43018
188	-1.43018
189	-1.43018
190	-1.86382
191	-1.86382
192	-1.86382
193	-1.86382
194	-1.86382
195	-1.42024
196	-1.42024
197	-1.42024
198	-1.42024
199	-1.42024
200	-1.42024
201	-1.42024
202	-1.42024
203	-2.09477
204	-1.5947
205	-1.81667
206	-1.81667
207	-1.88921
208	-1.88921
209	-1.88921
210	-1.75859
211	-1.67939
212	-1.40159
213	-1.40159
214	-0.928232
215	-0.928232
216	1.10741
217	1.10741
218	1.10741
219	1.10741
220	1.10741
221	1.10741
222	1.10741
223	1.10741
224	1.10741
225	1.10741
226	1.70345
227	1.70345
228	1.70345
229	1.35006
230	1.35006
231	1.35006
232	1.35006
233	1.35006
234	1.35006
235	1.35006
236	1.35006
237	1.35006
238	1.67605
239	1.67605
240	1.67605
241	1.67605
242	1.67605
243	1.67605
244	0.779372
245	1.18533
246	1.39155
247	1.39155
248	1.39155
249	1.39155
250	1.39155
251	1.39155
252	1.39155
253	1.39155
254	1.39155
255	1.39155
256	1.39155
257	1.48794
258	1.49497
259	1.49497
260	1.49497
261	1.49497
262	1.49497
263	1.49497
264	1.49497
265	1.49497
266	1.32319
267	1.32319
268	1.32319
269	1.32319
270	1.32319
271	1.32319
272	1.32319
273	1.32319
274	1.32319
275	1.32319
276	1.32319
277	1.32319
278	1.32319
279	1.32319
280	1.32319
281	1.32319
282	1.32319
283	1.32319
284	2.29557
285	1.23588
286	1.80915
287	1.7166
288	1.7166
289	1.03024
290	1.03024
291	1.52117
292	1.30771
293	1.30771
294	1.01392
295	1.01392
296	1.01392
297	1.01392
298	1.01392
299	1.01392
300	1.01392
301	2.59055
302	2.59055
