1	2	2.14572	-387.82	-424.697	9.64844e-17	0.989439	1	9.54654e-17	2
2	2	2.19727	-503.152	-395.493	5.70084e+46	0.98073	1	5.59098e+46	2.19727
3	2	2.47765	-390.577	-571.809	1.95721e-79	0.909723	1	1.78052e-79	2.19727
4	2	1.28681	-339.205	-413.351	6.28967e-33	0.790677	1	4.9731e-33	2.19727
5	2	1.98375	-348.543	-317.542	2.90854e+13	1.01951	1	2.9653e+13	1.98375
6	2	3.01878	-437.835	-523.272	7.85532e-38	0.595223	1	4.67567e-38	1.98375
7	2	1.93495	-inf	-444.975	inf	0.998018	1	inf	1.93495
8	2	3.01393	-426.752	-433.612	0.00104869	0.599348	1	0.000628531	1.93495
9	2	0.0795339	-438.917	-243.854	5.18238e+84	0.158503	1	8.21426e+83	0.0795339
10	2	1.89936	-inf	-520.498	inf	6.29044	1	inf	1.89936
11	2	0.292584	-347.632	-226.871	2.79092e+52	0.233968	1	6.52987e+51	0.292584
12	2	-1.00851	-317.139	-350.722	2.60156e-15	0.0465167	1	1.21016e-16	0.292584
13	2	-1.38053	-265.482	-348.063	1.36658e-36	0.014174	1	1.93699e-38	0.292584
14	2	0.41145	-340.541	-309.23	3.96482e+13	1.21639	1	4.82277e+13	0.41145
15	2	1.70062	-inf	-286.613	inf	3.37681	1	inf	1.70062
16	2	2.19209	-419.531	-440.088	1.18091e-09	1.02672	1	1.21246e-09	1.70062
17	2	2.65526	-358.856	-510.671	1.1681e-66	0.843778	1	9.85619e-67	1.70062
18	2	2.21697	-392.159	-446.964	1.57855e-24	1.02151	1	1.6125e-24	1.70062
19	2	1.86549	-320.105	-439.999	8.51887e-53	1.03642	1	8.82909e-53	1.70062
20	2	1.24429	-396.534	-255.708	1.44493e+61	0.786054	1	1.13579e+61	1.24429
21	2	-1.22676	-258.58	-215.237	6.66391e+18	0.00729586	1	4.86189e+16	-1.22676
22	2	-0.508519	-300.655	-232.885	2.70343e+29	7.8433	1	2.12038e+30	-0.508519
23	2	0.543326	-260.85	-301.493	2.23364e-18	8.04768	1	1.79756e-17	-0.508519
24	2	-0.827546	-338.346	-inf	0	0.426914	1	0	-0.508519
25	2	-1.37605	-inf	-335.812	inf	0.0778846	1	inf	-1.37605
26	2	1.55345	-241.172	-371.72	2.01246e-57	270.199	1	5.43765e-55	-1.37605
27	2	-1.7784	-inf	-335.133	inf	0.237099	1	inf	-1.7784
28	2	1.14982	-411.842	-349.713	9.59962e+26	877.202	1	8.4208e+29	1.14982
29	2	1.94411	-314.165	-439.046	5.82277e-55	1.4331	1	8.34459e-55	1.14982
30	2	-0.214094	-242.847	-291.23	9.70953e-22	0.123723	1	1.2013e-22	1.14982
31	2	3.10272	-inf	-592.941	inf	0.781458	1	inf	3.10272
32	2	3.41609	-610.051	-613.9	0.021286	0.673907	1	0.0143448	3.10272
33	2	1.10648	-585.004	-306.337	1.05561e+121	1.2322	1	1.30072e+121	1.10648
34	2	1.82524	-inf	-398.153	inf	1.46803	1	inf	1.82524
35	2	3.57032	-449.455	-482.84	3.16826e-15	0.295914	1	9.37535e-16	1.82524
36	2	1.83002	-424.472	-376.055	1.0644e+21	1.00082	1	1.06528e+21	1.83002
37	2	1.29787	-inf	-327.108	inf	0.792909	1	inf	1.29787
38	2	1.84911	-312.901	-438.323	3.3867e-55	1.26505	1	4.28434e-55	1.29787
39	2	0.0229634	-409.577	-220.619	1.15767e+82	0.181256	1	2.09835e+81	0.0229634
40	2	0.379087	-293.97	-275.267	1.32604e+08	1.89773	1	2.51647e+08	0.379087
41	2	0.783257	-264.289	-268.56	0.0139613	1.77438	1	0.0247725	0.379087
42	2	-0.0749236	-339.051	-247.848	4.06267e+39	0.432154	1	1.7557e+39	-0.0749236
43	2	-1.08183	-238.571	-363.367	6.3329e-55	0.0745566	1	4.7216e-56	-0.0749236
44	2	-0.529096	-238.373	-inf	0	0.351513	1	0	-0.0749236
45	2	0.918005	-255.225	-268.098	2.56735e-06	4.79367	1	1.23071e-05	-0.0749236
46	2	1.11653	-266.204	-273.711	0.000549251	5.8264	1	0.00320015	-0.0749236
47	2	0.4474	-338.234	-237.888	3.79864e+43	2.57892	1	9.7964e+43	0.4474
48	2	-0.94001	-245.647	-340.562	6.01075e-42	0.0443099	1	2.66336e-43	0.4474
49	2	0.656165	-204.349	-373.715	2.78856e-74	1.35302	1	3.77297e-74	0.4474
50	2	0.815315	-223.659	-304.599	7.05188e-36	1.65457	1	1.16679e-35	0.4474
51	2	-0.954102	-inf	-295.635	inf	0.0425074	1	inf	-0.954102
52	2	-0.484128	-273.228	-inf	0	3.58915	1	0	-0.954102
53	2	-1.41315	-352.53	-391.853	8.36392e-18	0.231906	1	1.93964e-18	-0.954102
54	2	-1.43419	-342.757	-340.38	10.7775	0.215784	1	2.32561	-1.43419
55	2	-1.21241	-371.658	-393.69	2.70014e-10	2.08977	1	5.64268e-10	-1.43419
56	2	-1.90162	-263.247	-371.388	1.08392e-47	0.180058	1	1.95168e-48	-1.43419
57	2	-1.44288	-359.709	-223.859	9.97469e+58	0.970572	1	9.68116e+58	-1.44288
58	2	0.120998	-341.086	-inf	0	64.1602	1	0	-1.44288
59	2	-2.34518	-325.141	-472.545	9.62217e-65	0.0297896	1	2.86641e-66	-1.44288
60	2	-1.62363	-430.11	-inf	0	0.528008	1	0	-1.44288
61	2	-0.293958	-443.998	-274.938	2.64081e+73	26.9932	1	7.12839e+74	-0.293958
62	2	1.06706	-267.894	-443.962	3.42432e-77	8.98843	1	3.07793e-76	-0.293958
63	2	-0.0442261	-259.672	-321.283	1.74856e-27	1.71891	1	3.00562e-27	-0.293958
64	2	-1.45924	-204.225	-328.102	1.58785e-54	0.0350123	1	5.55941e-56	-0.293958
65	2	1.38333	-inf	-354.651	inf	11.4843	1	inf	1.38333
66	2	0.58609	-inf	-281.838	inf	0.445112	1	inf	0.58609
67	2	-0.00541294	-285.628	-254.66	2.813e+13	0.363757	1	1.02325e+13	-0.00541294
68	2	-0.711418	-290.39	-266.73	1.88669e+10	0.189181	1	3.56924e+09	-0.711418
69	2	-1.83346	-inf	-337.953	inf	0.0254302	1	inf	-1.83346
70	2	-0.0650232	-372.537	-269.512	5.5358e+44	184.113	1	1.01921e+47	-0.0650232
71	2	0.377525	-284.076	-316.867	5.73817e-15	2.26132	1	1.29758e-14	-0.0650232
72	2	-0.53864	-249.658	-216.83	1.80629e+14	0.336154	1	6.07193e+13	-0.53864
73	2	-3.00274	-326.907	-580.965	4.60985e-111	9.22187e-05	1	4.25114e-115	-0.53864
74	2	-0.226672	-223.67	-307.315	4.7132e-37	2.10289	1	9.91134e-37	-0.53864
75	2	-0.560719	-233.409	-309.132	1.29986e-33	0.945259	1	1.22871e-33	-0.53864
76	2	-1.7139	-262.272	-440.558	3.72439e-78	0.0253702	1	9.44884e-80	-0.53864
77	2	0.170264	-326.736	-340.98	6.51434e-07	4.70384	1	3.06424e-06	-0.53864
78	2	0.326101	-253.709	-300.201	6.44052e-21	6.18036	1	3.98047e-20	-0.53864
79	2	-0.0742828	-294.853	-278.547	1.20634e+07	2.91836	1	3.52053e+07	-0.0742828
80	2	0.524213	-235.107	-238.477	0.0343719	2.89316	1	0.0994435	-0.0742828
81	2	0.726768	-314.148	-301.281	387248	3.82197	1	1.48005e+06	0.726768
82	2	0.307616	-295.967	-281.5	1.91857e+06	0.537126	1	1.03052e+06	0.307616
83	2	-0.892708	-275.035	-263.676	85802.3	0.063813	1	5475.3	-0.892708
84	2	-0.161497	-268.937	-220.605	9.77868e+20	6.34613	1	6.20568e+21	-0.161497
